,Amount($),Year of Funding,Founded,Company/Brand,Sector,Stage,HeadQuarter,What it does,Founders
542,540000000.0,2020,2011,Byju's,Edtech,Series A,Bangalore,Provides online learning classes,Byju Raveendran
543,15000000.0,2020,2015,Zest Money,Fintech,Series B,Bangalore,Uses AI to do risk profiling of e-commerce consumers who opt for EMI,"Chapman, Priya Sharma, Ashish Anantharaman"
544,182700.0,2020,2014,Witblox,Edtech,Series A,Bangalore,Offers a range of robotics learning tools,Amit Modi
545,43330301.2987013,2020,2018,Azah Personal Care Pvt. Ltd.,Health,Pre series A,Gurugram,Aims to solve some problems in the feminine hygiene sector,"Mohammed, Shashwat Diesh"
546,5000000.0,2020,2015,SalaryFits,Fintech,Series A,Bangalore,A platform that promotes financial well-being of employees at workplace,Renato Araujo
547,12000000.0,2020,2018,Pristyn Care,Healthcare,Series B,Bangalore,Delivers advanced medical care & clinical excellence aided by next-level technology,"Harsimarbir Singh, Dr Vaibhav Kapoor, Dr Garima Sawhney"
548,11000000.0,2020,2013,Springboard,Edtech,Post series A,Bangalore,Offers online courses and extensive mentor-based learning,"Gautam Tambay, Parul Gupta"
549,43330301.2987013,2020,2018,DROR Labs Pvt. Ltd,Safety tech,Series A,Delhi,It uses technology to create a trust-based network of responsible citizens to ensure safety,"Dhiraj Naubhar, Dheeraj Bansal"
550,15500000.0,2020,2014,Medlife,Pharmaceutical,Series A,Bangalore,It solves inadequacies in the healthcare delivery system through technology,"Tushar Kumar, Prashant Singh"
551,1500000.0,2020,2019,Seekify,Saas,Seed funding,Delhi,Customer Experience (CX) Automation platform,"Arihant Jain, Ajeet Kushwaha"
552,5500000.0,2020,2017,Toffee Insurance,Insurance technology,Series A,Haryana,Provides variety of insurance plans and policies,"Nishant Jain, Rohan Kumar"
553,5000000.0,2020,2014,Fireflies .ai,Ai,Series A,Bangalore,Developer of an artificial intelligence-powered assistant for businesses,Sam Udotong
554,12000000.0,2020,2015,HungerBox,Foodtech,Series C,Bangalore,"Offers B2B tech platform to corporates, aimed at improving the operations of their cafeterias","Sandipan Mitra, Uttam Kumar"
555,2500000.0,2020,2019,Bijak,Agritech,Seed fund,Bangalore,B2B platform for agricultural commodities.,"Nukul Upadhye, Mahesh Jakhotia, Jitender Bedwal, Daya Rai, Nikhil Tripathi"
556,30000000.0,2020,2014,Licious,Food,Series E,Bangalore,Online meat shop,"Vivek Gupta, Abhay Hanjura"
557,140000.0,2020,2014,truMe,Iot,Series A,Bangalore,A global platform for Identity and Access Management,"Babu Dayal, Pramod Uniyal, Lalit Mehta"
558,43330301.2987013,2020,2014,Pumpkart,E-marketplace,Series A,Chandigarh,B2B model for appliances and electrical products,KS Bhatia
559,230000000.0,2020,2011,Asteria Aerospace,Robotics & ai,Series A,Bangalore,"Develops drones that are used by the military, paramilitary, police forces and in various industries.","Neel Mehta, Nihar Vartak"
560,20000000.0,2020,2014,Rivigo,Logistics,Series F,Bangalore,"It offers delivery services across India to retail, e-commerce, pharmaceutical, automobile and FMCG companies","Deepak Garg, Gazal Kalra"
561,49400000.0,2020,2017,HappyEasyGo,Travel,Series B+,Gurugram,Online flight booking,"Vivek Prabhakar, Boris Zha"
562,32000000.0,2020,2018,Zetwerk,Manufacturing,Series B,Bangalore,Provides facilities to get products manufactured.,"Amit Acharya, Srinath Ramakkrushnan"
563,26000000.0,2020,2014,Observe.AI,Ai,Series A,Bangalore,Creates a voice AI platform,Swapnil
564,150000.0,2020,2016,Freshokartz,E-marketplace,Pre series A,Jaipur,Online fruits and vegetables delivery company,Rajendra Lora
565,400000.0,2020,2014,Lil’ Goodness and sCool meal,Food & nutrition,Series A,Bangalore,It empowers moms to provide the best of foods to their Lil' ones,"Vivek Gupta, Abhay Hanjura"
566,2000000.0,2020,2016,Trell,Social media,Pre series A,Bangalore,Blogging platform that enables people to create visual collections of their travel and local experiences,"Pulkit Agrawal, Prashant Sachan, Arun Lodhi, Bimal Kartheek Rebba"
567,100000000.0,2020,2014,VMate,Edtech,Series A,Bangalore,A short video platform,"Vivek Gupta, Abhay Hanjura"
568,8000000.0,2020,2012,Bombay Shirt Company,E-commerce,Series A,Mumbai,Online custom shirt brand,Akshay Narvekar
569,1500000.0,2020,2016,Slintel,Saas,Series A,Bangalore,"It helps sales and marketing teams understand purchase intent of buyers on buying patterns, usage and renewals",Deepak Anchala
570,100000.0,2020,2014,MyGameMate,E-sports,Series A,Bangalore,eSports platform where players can access various multiplayer mobile games to participate in online tournaments,Parshavv Jain& Raju Kushwaha
571,43330301.2987013,2020,2014,Afinoz,Fintech,Series A,Noida,Online financial marketplace for customized rate quotes on loans and investment products in India,Rachna Suneja
572,50000000.0,2020,2014,Rein Games,Technology,Pre series A,Noida,"It develops, publishes and distributes games across various platforms","Vaibhav Gupta, Himanshu Devra, Pranav Chaudhary, Nishtha Gupta"
573,6000000.0,2020,2014,Ecozen,Agritech,Series A,Pune,It develops technology-enabled products to strengthen the farm-to-fork value chain of perishables.,"Devendra Gupta, Prateek Singhal, Vivek Pandey"
574,120000000.0,2020,2011,Box8,Foodtech,Series A,Mumbai,Enables to order food online,"Amit Raj, Anshul Gupta"
575,4000000.0,2020,2016,Awign Enterprises,Edtech,Series A,Bangalore,It supplies workforce to the economy,"Annanya Sarthak, Gurpreet Singh, Praveen Sah"
576,30000000.0,2020,2012,Purplle,Cosmetics,Series C,Mumbai,Online makeup and beauty products retailer,"Manish Taneja, Rahul Dash"
577,4000000.0,2020,2017,Freightwalla,B2b,Series A,Mumbai,Provides digital platform for businesses to plan and manage their international freight shipments online,"Sanjay Bhatia, Bharat Tanvi, Punit Java"
578,1500000.0,2020,2016,TapChief,Edtech,Pre series A,Bangalore,It connects individuals in need of advice in a specific domain to individuals who have expertise in the same,"Shashank Murali, Binay Krishna, Arjun Krishna"
579,1000000.0,2020,2015,eJOHRI,Jewellery,Pre series A,Mumbai,Omnichannel marketplace for gems and jewellery,"Jignesh Mehta, Shailen Mehta"
580,43330301.2987013,2020,2015,Ninjacart,B2b supply chain,Series A,Bangalore,"It connects producers of food directly to retailers, restuarants and service providers.","Thirukumaran Nagarajanin, Vasudevan Chinnathambi"
581,43330301.2987013,2020,2014,Binca Games,Games,Series A,Mumbai,It offers games that are available across India and UK.,"Rubianca Wadhwa, Sahil Wadhwa"
582,26000000.0,2020,2014,KredX,Edtech,Series B,Bangalore,Invoice discounting platform,Manish Kumar
583,5500000.0,2020,2014,m.Paani,Edtech,Series A,Mumbai,It digitizes and organises local retailers,Akanksha Hazari
584,6800000.0,2020,2010,Origo,Agritech,Series A,Gurugram,It provides post-harvest management services for agricultural commodities,"Mayank Dhanuka, Sunoor Kaul"
585,6000000.0,2020,2014,WishADish,Food & tech,Series A,Delhi,Provides management solution for restaurants,"Sawan Kumar, Bhavya Bhambhani"
586,36000000.0,2020,2012,Ecom Express,Logistics,Series A,Gurugram,It is a technology enabled logistics solutions provider to the Indian e-commerce industry,"Krishnan, Manju Dhawan, K Satyanarayana, Sanjeev Saxena"
587,5700000.0,2020,2017,Stanza Living,Accomodation,Series A,Delhi,Provides comfortable and secure accomodation for students,"Sandeep Dalmia, Anindya Dutta"
588,50000000.0,2020,2014,PiBeam,Automotive tech,Series A,Chennai,It is engaged in building sustainable and affordable micro-mobility electric vehicles,Visakh Sasikumar
589,2000000.0,2020,2014,Euler Motors,Automotive tech,Series A,Delhi,It is offering mobility as a service,Saurav Kumar
590,5000000.0,2020,2014,Moms Co,E-commerce,Series B,New delhi,It is into mother and baby care-focused consumer goods,Malika Sadani
591,43330301.2987013,2020,2013,Cubical Labs,Iot,Series B,Bangalore,Home automation solution provider,"Dhruv Ratra, Swati Vyas"
592,100000.0,2020,2015,Lawyered,Legal tech,Series A,Delhi,It helps to connect to legal advise online,"Ashish Bhatia, Himanshu Gupta"
593,5500000.0,2020,2013,Cuemath,Edtech,Series A,Bangalore,It helps students to learn math online,Manan Khurma
594,25000000.0,2020,2015,Licious,Food,Series D,Bangalore,Online meat shop,"Vivek Gupta, Abhay Hanjura"
595,600000.0,2020,2016,Nivesh.com,Mutual funds,Series A,Noida,The platform simplifies the process of investment,"Anurag Garg, Sridhar Srinivasan"
596,4000000.0,2020,2015,Zebu,Cybersecurity,Seed round,Bangalore,"Platform uses encryption technology to allow businesses to safely store files, invoices, and schedules",Team of Waterloo-based software developers
597,1500000.0,2020,2014,Smart Institute,Edtech,Series A,Surat,A platform to learn online,"Vivek Gupta, Abhay Hanjura"
598,70000000.0,2020,2008,CarDekho,Automobile,Series D,Jaipur,Enables people to buy and sell new/old cars.,Amit Jain
599,60000000.0,2020,2015,Shadowfax,Logistics,Series D,Bangalore,A platform for delivery services,"Abhishek Bansal, Vaibhav Khandelwal"
600,6000000.0,2020,2014,Credr,Automobile,Series A,Mumbai,A marketplace to buy and sell used bikes and scooters,Mittal
601,43330301.2987013,2020,2015,Sportido,Sports,Series B,Noida,It is a sports discovery app that helps to find people and places to play 700+ sports,"Neeraj Aggarwala, Akhil Ramachandran"
602,220000.0,2020,2018,Phable,Healthtech,Series A,Bangalore,"It creates an engagement loop between doctors, hospitals, and patients via its app",Sumit Sinha
603,2800000.0,2020,2014,Sarva,Yoga & wellness,Series A,Chennai,It drives a cultural change in making yoga-based wellness a part of modern lifestyle,Sarvesh Shashi
604,2100000.0,2020,2019,IndyFint,Virtual banking,Series A,Bangalore,"It helps lenders to directly provide short-term loans to merchants, employees, and students",Paddy Padmanabhan
605,7000000.0,2020,2015,Zolostays,Accomodation,Series A,Bangalore,It offers affordable housing apartments to young professionals and students,"Akhil Sikri, Nikhil Sikri, Sneha Choudhry"
606,311000000.0,2020,2010,Ola,Transportation,Series A,Bangalore,It enables one to book cab online,"Bhavish Aggarwal, Ankit Bhati"
607,4800000.0,2020,2013,Zoomcar,Transport & rentals,Series A,Bangalore,A car rental service platform,"Greg Moran, David Back"
608,1000000.0,2020,2014,Kratikal,Technology,Pre-series A,Uttar pradesh,Provides cyber security solutions,Pavan Kushwaha
609,1000000.0,2020,2014,Froogal,Marketing & customer loyalty,Pre series A,Hyderabad,A cloud based Customer Loyalty & Engagement Platform,"Jeevan Chowdary M, Harshit Harchani"
610,20000000.0,2020,2014,Infra.Market,Infratech,Series A,Mumbai,"It connects client requirements to their supply chain infrastructure for ease of ordering, tracking and manufacturing","Aaditya Sharda, Souvik Sengupta"
611,693000000.0,2020,2013,Oyo,Hospitality,Series A,Gurugram,Provides rooms for comfortable stay,Ritesh Agarwal
612,5000000.0,2020,2016,GoMechanic,Automobile & technology,Series B,Delhi,Find automobile repair and maintenance service providers,"Amit Bhasin, Kushal Karwa, Nitin Rana, Rishabh Karwa"
613,50000000.0,2020,2015,Spinny,Automobile,Series A,Delhi,Online car retailer,"Niraj Singh, Ramanshu Mahaur, Ganesh Pawar, Mohit Gupta"
614,33000000.0,2020,2014,Ess Kay Fincorp,Banking,Series A,Rajasthan,Organised Non-Banking Finance Company,Rajendra Setia
615,200000.0,2020,2019,Aqgromalin,AgriTech,Series A,Chennai,Cultivating Ideas for Profit,"Prasanna Manogaran, Bharani C L"
616,100000.0,2020,2019,Krayonnz,EdTech,Pre-seed,Bangalore,An academy-guardian-scholar centric ecosystem which provides state of the art technological solutions.,"Saurabh Dixit, Gurudutt Upadhyay"
617,85860249.91073933,2020,2018,PadCare Labs,Hygiene management,Pre-seed,Pune,Converting bio-hazardous waste to harmless waste,Ajinkya Dhariya
618,400000.0,2020,2020,NCOME,Escrow,Series A,New Delhi,Escrow-as-a-service platform,Ritesh Tiwari
619,340000.0,2020,2016,Gramophone,AgriTech,Series A,Indore,Gramophone is an AgTech platform enabling access to agri inputs and powering efficient farm management.,"Ashish Rajan Singh, Harshit Gupta, Nishant Mahatre, Tauseef Khan"
620,600000.0,2020,2019,qZense,AgriTech,Seed,Bangalore,qZense Labs is building the next-generation IoT solution for fresh food quality assessment and management.,"Rubal Chib, Dr Srishti Batra"
621,600000.0,2020,2008,MyClassboard,EdTech,Pre-series A,Hyderabad,MyClassboard is a full-fledged School / College Management Software.,Ajay Sakhamuri
622,85860249.91073933,2020,2018,Metvy,Networking platform,Pre-series,Gurgaon,AI driven networking platform for individuals and organisations which aims to provided a seamless end to end networking experience.,Shawrya Mehrotra
