,Amount($),Year of Funding,Founded,Company/Brand,Sector,Stage,HeadQuarter,What it does,Founders
2247,1900000.0,2021,2019,Fountain9,Computer software,Seed,Mumbai,"Fountain9 is a Y Combinator backed company, which offers predictive inventory planning and optimization software for e-commerce, DTC and retail companies.","Niki Khokale, Rajas Lonkar"
2248,1000000.0,2021,2019,Rockclimber,Food & Beverages,Seed,Bangalore,RockClimber is a new age beverage brand with a portfolio of alcoholic and non alcoholic drinks.,"Deepak Poduval, Hariprasad Shetty"
2249,300000.0,2021,2020,SpEd@home,EdTech,Seed,Mumbai,"Provide Remediation, Occupational Therapy, Speech Therapy and Socio-emotional coaching for children with Learning Disabilities like Dyslexia, Dysgraphia, Dyscalculia",Dhaval Mody
2250,0.0,2021,2019,CanPe,Computer software,Seed,Bangalore,"Digital-first debt collections platform that is driven by compassion, and powered by AI.",Arindam Choudhury
2251,200000.0,2021,2016,Green Soul,Consumer Goods,Seed,Ambernath,Green Soul is No.1 brand on Amazon India in Ergonomic chairs category in terms of customer reviews.,Ravi Khushwani
2252,41000000.0,2021,2012,Shiprocket,Logistics,Series D1,New Delhi,India's #1 eCommerce Logistics and Shipping Solution Empowering over 1 Lakh Indian eCommerce Sellers.,"Saahil Goel, Akshay Ghulati"
2253,144000000.0,2021,2018,DealShare,Retail,Seed,Bangalore,The next generation disruptive (social) e-commerce product for the masses.,"Rajat Shikhar, Vineet Rao, Sourjyendu Medda"
2254,20000000.0,2021,2020,Teachmint,EdTech,Pre-series B,Bangalore,Teachmint is an all-in-one education technology platform created specifically for the tutors of the digital age.,"Mihir Gupta, Payoj Jain, Divyansh Bordia, Anshuman Kumar"
2255,5000000.0,2021,2017,Vahak,Transportation,Pre-series A,Bangalore,Building India's Largest & Most Trusted Online Transport Marketplace & Directory,"Vikas Chandrawat, Karan Shaha"
2256,1000000.0,2021,2014,goSTOPS,Hospitality,Pre-series A,New Delhi,goSTOPS aims to be India’s biggest and most loved backpacker hostel brand.,"Pallavi Agarwal, Pankaj Parwanda"
2257,0.0,2021,2020,Codedamn,Computer software,Pre-seed,New Delhi,Codedamn enables anyone to learn and practice real-world programming skills and become industry relevant through our learning paths.,Mehul Mohan
2258,0.0,2021,2019,Biocraft Innovation Technology,Environmental service,Pre-seed,Noida,Innovation startup developing bamboo resources of India to be used in industrial use by developing injection moulding granules,"Vibha Mittal, Anubhav Mittal"
2259,5200000.0,2021,2020,Powerplay,Construction,Seed,Bangalore,Powerplay helps simplify end to end Construction and Architecture project management.,"Shubham Goyal, Lesh Dixit"
2260,0.0,2021,2020,Accio Robotics,Industrial Automation,Seed,Bangalore,Accio Robotics is involved in the designing and manufacturing of state-of-the-art Robotics Automation solutions.,"Tuhin Sharma, Pranav Srinivasan"
2261,270000000.0,2021,2011,Delhivery,Logistics,Series H,Gurugram,"Delhivery is a supply chain services company that provides transportation, warehousing, freight, and order fulfillment services.","Bhavesh Manglani, Kapil Bharati, Mohit Tandon, Sahil Barua, Suraj Saharan"
2262,600000.0,2021,2014,Avishkaar,EdTech,Pre-series A,New Delhi,India's leading Ed-Tech startup spearheading the Maker Revolution in the sub-continent,"Rajeev Gaba, Tarun Bhalla"
2263,140000.0,2021,2020,Jobsgaar,Job discovery platform,Seed,New Delhi,India's first District level/ Hyper Local Job discovery platform,Atul Pratap Singh
2264,0.0,2021,2020,Almo,D2C Fashion,Seed,Gurugram,Almo is a Premium Men's essentianls wear brand focused on bringing sophisticated yet functional designs to wardrobe.,Abhishek Shah
2265,1000000.0,2021,2015,Breathe Well-being,HealthCare,Pre-series A,New Delhi,Breathe Wellbeing is an interactive and personalized platform that helps organization increase employee engagement and productivity.,"Aditya Kaicker, Rohan Verma"
2266,0.0,2021,2020,GalaxEye,SpaceTech,Pre-seed,Chennai,GalaxEye enables businesses to make better Decisions & perform operations efficiently via Space Technology.,"Denil Chawda, Kishan Thakkar, Pranit Mehta, Satyanarayanan Chakravarthy, Suyash Singh"
2267,5000000.0,2021,2021,Good Health Clinic,HealthCare,Seed,Hyderabad,Full Stack Digital Health Clinic,Samarth Sindhi
2268,250000000.0,2021,2014,Urban Company,Home services,Series F,New Delhi,Urban Company is an India-based company providing a marketplace for freelance labor.,"Abhiraj Singh Bhal, Raghav Chandra, Varun Khaitan"
2269,1000000.0,2021,2014,MYBYK,Rental,Pre-series A,Ahmadabad,MYBYK is an app that provides premium bicycle sharing and rental service.,Arjit Soni
2270,50000000.0,2021,2015,Locus,Logistics,Series C,Bangalore,Locus is an intelligent decision-making and automation platform for logistics.,"Geet Garg, Nishith Rastogi"
2271,3000000.0,2021,2020,Crejo.Fun,EdTech,Seed,Bangalore,Crejo.Fun is a digital extracurricular learning platform being built with an intent to help children discover their passions and interests through creative learning.,Vikas Bansal
2272,500000.0,2021,2020,Bambinos,EdTech,Seed,Bangalore,Cohort based extracurricular course for kids,"Ashish Gupta, Ankit Hetamsaria"
2273,8000000.0,2021,2018,KreditBee,FinTech,Seed,Bangalore,KreditBee is a digital lending platform developed to assist young professionals with their personal finances.,"Karthikeyan Krishnaswamy, Madhusudan Ekambaram, Wan Hong"
2274,400000.0,2021,2016,Spardha,EdTech,Pre-series A1,Pune,"Spardha School Of Music, Spardha Academy, Spardha Online are associated marks with Spardha Learnings Private Limited.","Saurabh Srivastav, Amrita Srivastav"
2275,0.0,2021,2019,Onelife Nutriscience,HealthCare,Seed,Mumbai,Onelife Nutriscience is a consumer healthcare brands company.,Gaurav Aggarwal
2276,0.0,2021,2019,Flatheads,Fashion,Seed,Bangalore,Flatheads is a lifestyle brand that designs and creates shoes from India for the world. Flatheads launched India's first bamboo footwear.,"Ganesh Balakrishnan, Utkarsh Biradar"
2277,0.0,2021,2015,Fable Fintech,FinTech,Series A,Mumbai,"Fable Fintech is being seed-funded by the CCAvenue Group, South East Asia’s number 1 eCommerce service provider",Naushad Contractor
2278,3000000.0,2021,2009,Holisol,Logistics,Seed,New Delhi,HoliSol Logistics Is a Supply Chain Operations Company!,"Manish Ahuja, Naveen Rawat, Rahul Dogar"
2279,1000000.0,2021,2018,Now&Me,HealthCare,Seed,New Delhi,"Now&Me is a safe cocoon in the form of discussion forums, for you to let out your most intimate thoughts.","Bani Singh, Drishti Gupta"
2280,400000.0,2021,2019,Fyllo,AgriTech,Seed,Bangalore,Fyllo brings farms on palms by installing on field devices and actions on top of this data.,"Sudhanshu Rai, Sumit Sheoran"
2281,0.0,2021,2020,Cora Health,HealthCare,Seed,Bangalore,Social Commerce Marketplace for health and wellness. Help people discover products suited to their health needs.,"Shrijit Venkatesh, Snigdha Kumar"
2282,300000.0,2021,2014,Blaer Motors,Mobility,Seed,Chennai,Meant to augment human power and not completely replace it,Abinesh Ekambaram
2283,3000000.0,2021,2019,Swiflearn,EdTech,Pre-series A,Gurugram,Swiflearn provides online tuition classes to small batches to ensure personalised learning.,"Abhinav Agarwal, Anand Bakode"
2284,0.0,2021,2015,Cashfree,FinTech,Seed,Bangalore,Cashfree is a payments and banking technology company that enables businesses in India to collect payments online and make payouts.,"Akash Sinha, Reeju Datta"
2285,2000000.0,2021,2017,QuickSell,E-commerce,Pre-series A,Mumbai,B2B Mobile Commerce Platform,Deepak Bhagchandani
2286,5000000.0,2021,2019,Truemeds,Heathcare,Series A,Mumbai,Truemeds is a health-tech startup.,"Akshat Nayyar, Kunal Wani"
2287,3000000.0,2021,2015,Candes,E-commerce,Seed,New Delhi,Candes is a home appliances company providing a complete range of home & kitchen electrical appliances at affordable prices.,"Sandeep Aggarwal, Vipin Aggarwal"
2288,3000000.0,2021,2000,MediBuddy,Heathcare,Seed,Bangalore,"MediBuddy is a digital healthcare platform for inpatient hospitalization, outpatient services, and corporate wellness benefits.","Satish Kannan, Enbasekar"
2289,300000.0,2021,2018,F5,Food & Beverages,Pre-series A,New Delhi,F5 is a foods and beverages company.,"Lalit Aggarwal, Raghav Arora"
2290,6000000.0,2021,2013,Capital Float,FinTech,Seed,Bangalore,Capital Float is an online platform that provides working capital finance to SMEs in India.,"Gaurav Hinduja, Sashank Rishyasringa"
2291,100000.0,2021,2019,IntelleWings,IT startup,Seed,Panchkula,"IntelleWings develops Sanctions & Anti-money laundering solutions with a clear, concise, and fresh perspective.",Pramod Sharma
2292,1000000.0,2021,2016,Shyplite,Logistics,Seed,New Delhi,Enable E-retailers to automate their logistics and increase efficiency in shipments by providing a single window shipping platform,"Nisschal Jain,  Sugam Jain, Parinay Itkan"
2293,20000000.0,2021,2020,Refyne,FinTech,Series A,Bangalore,Refyne partners with organisations to extend on-demand Earned Wage Access (EWA) to employees.,"Chitresh Sharma, Apoorv Kumar"
2294,4500000.0,2021,2018,Greenjoules,Renewable Energy,Series A,Pune,Greenjoules is a green energy technology startup that specializes in making renewable biofuels.,"R. Sethunath, V S Shridhar, V. Radhika, Viraraghavan Sankaran"
2295,150000.0,2021,2018,MentorKart,Consulting,Seed,New Delhi,MentorKart™ helps to fulfil dreams and take that big step towards success.,"Ashish Khare, SK Mohanty"
2296,2000000.0,2021,2017,Leverage Edu,EdTech,Debt,New Delhi,AI-enabled marketplace designed to help students with their higher education and career growth plans,Akshay Chaturvedi
2297,5000000.0,2021,2010,Kale Logistics,Logistics,Series A,Thane,Kale Logistics Solutions is a global IT solutions provider focused on providing cutting-edge technology solutions to the Logistics industry.,"Amar More, Vipul Jain"
2298,320000.0,2021,2016,CustomerGlu,CRM,Seed,Bangalore,CustomerGlu is a Low code Interactive Engagement platform to improve user stickiness.,"Prateek Gupta, Raman Shrivastava, Sumant US"
2299,2000000.0,2021,2016,Cell Propulsion,EV startup,Seed,Bangalore,Cell Propulsion is a fleet electrification company developing solutions for large scale electrification of commercial vehicle fleets.,"Nakul Kukar, Paras Kaushal"
2300,0.0,2021,2019,Wellbeing Nutrition,HealthCare,Seed,Mumbai,Organic whole food nutrition to keep up with the pace at which we live,Avnish Chhabria
2301,3000000.0,2021,2013,Pee Safe,HealthCare,Pre-series B,Gurugram,Redcliffe Hygiene Private Limited is India's fastest growing hygiene company.,"Dheeraj Jain, Srijana Bagaria, Vikas Bagaria"
2302,1000000.0,2021,2017,Chqbook,FinTech,Seed,New Delhi,"Chqbook is a fintech startup that allows customers to explore, compare, book and get personal finance products.","Mohit Goel, Rajat Kumar, Sachin Arora, Vipul Sharma"
2303,1800000.0,2021,2020,SimpliContract,Software,Seed,Bangalore,"SimpliContract is an Enterprise SaaS offering, focused on end to end Contract Life-cycle Management.","Guru Venkatesan, Jinaraj PG, Makesh Kumar"
2304,1000000.0,2021,2019,Dropshop,Logistics,Pre-series A,Bangalore,Building technology to make distribution efficient and cheaper for large and small FMCG companies,"Udit Dhawan, Rohit Fernandes, Ravi Teja"
2305,4000000.0,2021,2015,Jumbotail,E-commerce,Debt,Bangalore,Jumbotail is an operator of an online marketplace that simplifies food and grocery shopping.,"Ashish Jhina, Karthik Venkateswaran"
2306,350000000.0,2021,2011,BYJU'S,EdTech,Seed,Bangalore,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,"Byju Raveendran, Divya Gokulnath"
2307,1000000.0,2021,2018,Power Gummies,Nutrition,Seed,New Delhi,Power Gummies are a team of passionate givers who are dedicated to catering nutritional supplements,Divij Bajaj
2308,9000000.0,2021,2019,Convosight,SaaS startup,Series A,New Delhi,A mission - to help community builders become community entrepreneurs.,Tarun Dhamija
2309,600000.0,2021,2020,Junio,FinTech,Seed,New Delhi,Junio is a kids-focused digital pocket money-smart card.,Ankit Gera
2310,0.0,2021,2020,Wherehouse.io,Logistics,Seed,New Delhi,"Wherehouse.io is a supply chain intelligence company, helping brands to move closer to their customers enabling faster and better deliveries and accelerating business growth.","Vaibhav Chawla, Jeevan Prakash, Lavelesh Sharma"
2311,4800000.0,2021,2015,Flexmoney,FinTech,Series A,Mumbai,"Flexmoney’s mission is to address the enormous digital credit market opportunity created by the disruption from e-commerce, EMI and BNPL checkout finance",Yezdi Lashkari
2312,38000000.0,2021,2019,Fampay,FinTech,Series A,Bangalore,India's first numberless card and UPI without a bank account,"Kush Taneja, Sambhav Jain"
2313,70000000.0,2021,2019,Apna,Human Resources,Series B,Bangalore,India's Professional App - Apna is dedicated to solving the problem of unemployment at the grassroot level,Nirmit Parikh
2314,4000000.0,2021,2017,XYXX Apparels,Fashion,Series A,Surat,"XYXX Apparels,which runs an eponymous innerwear brand",Yogesh Kabra
2315,0.0,2021,2014,WaterScience,D2C startup,Seed,Bangalore,The aim of making good water affordable and accessible.,Sudeep N
2316,200000000.0,2021,2011,BrowserStack,SaaS startup,Series B,Mumbai,BrowserStack is a leading software testing platform powering over two million tests every day across 15 global data centres.,"Nakul Aggarwal, Ritesh Arora"
2317,3000000.0,2021,2018,Vital,Insuretech,Pre-series A,New Delhi,"An affordable, digital health plan built around to cover both big and small expenses",Rahul Kumar
2318,0.0,2021,2014,Juicy chemistry,HealthCare,Seed,Coimbatore,Juicy Chemistry operates as an eponymous consumer brand.,"Megha, Pritesh Asher"
2319,125000.0,2021,2020,Samaaro,SaaS startup,Seed,Bangalore,"Samaaro is a virtual event platform designed to help organizations host scalable, secure, and effective virtual events for a global audience","Mayank Banka, Purnank Prakash, Skandha Gopalan"
2320,500000.0,2021,2011,Imagimake,Innovation management,Pre-series A,Mumbai,An innovative play system to help children create their imagination,"Disha Katharani, Ravi Kumar"
2321,1000000.0,2021,2019,MSMEx,EdTech,Pre-series A,Andheri,MSMEx connects micro and small Business Owners with curated Business Experts over live video.,"Amit Kumar, Vishal Kumar, Dilip Kumar, Khushboo Arora, Kumar Sambhav"
2322,45000000.0,2021,2015,RenewBuy,Insuretech,Series C,Gurugram,Simplest way to renew car insurance. Get quote and insure car in couple of minutes,"Balachander Sekhar, Sandeep Nanda"
2323,0.0,2021,2017,saarthi.ai,AI startup,Seed,Bangalore,Multilingual Conversational Enterprise AI Platform for omnichannel automation of customer journeys in the user's native language.,"Piyush Dangaich, Sameer Sinha, Sangram Sabat, Vishwa Nath Jha"
2324,26000000.0,2021,2020,Kutumb,Community platform,Series A,Bangalore,Kutumb is a social community enabler.,"Mohit Sharma, Naveen Dewangan, Vipul Allawadhi"
2325,3800000.0,2021,2019,Superplum,AgriTech,Pre-series A,Noida,Building India's most sophisticated platform for high quality fresh food,Shobhit Gupta
2326,1200000.0,2021,2017,Upside AI,FinTech,Seed,Mumbai,Upside AI on the thesis that technology will make better investing decisions than humans over the long term.,"Kanika Agarrwal, Nikhil Hooda, Atanuu Agarrwal"
2327,0.0,2021,2021,PazCare,Insuretech,Seed,Bangalore,Paz Care is India's leading Employee Benefits & Health insurance platform,Sanchit Malik
